"region_id","attributes"
"905cf794-32c5-485c-96f5-b4d2954e5faf","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/704"",""id"":""fg_704"",""title_en"":""Amphibians and Reptiles of Amacayacu National Park"",""title_es"":""Anfibios y Reptiles del Parque Nacional Amacayacu""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/427"",""id"":""fg_427"",""title_en"":""Reptiles of Tanimboca"",""title_es"":""Reptiles de la Reserva Natural Tanimboca""}]}"
"78ac94dc-0024-41bc-9897-0d2c96c9bc0d","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/683"",""id"":""fg_683"",""title_en"":""Birds of Chicaque Natural Park"",""title_es"":""Aves del Parque Natural Chicaque""}]}"
"dd9816aa-458c-4e59-bce6-23a2005fa854","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/437"",""id"":""fg_437"",""title_en"":""Lichens of Gorgona Island"",""title_es"":""Líquenes de la Isla de Gorgona""}]}"
"6c85db39-258d-4659-9048-2fe05285f298","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/973"",""id"":""fg_973"",""title_en"":""Ericaceae and Gesneriaceae of Farallones de Cali National Park"",""title_es"":""Ericáceas y Gesneriáceas del Parque Nacional Farallones de Cali""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/922"",""id"":""fg_922"",""title_en"":""Gesneriaceae of the Rio Anchicayá Basin"",""title_es"":""Gesneriaceae del Río Anchicayá""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/577"",""id"":""fg_577"",""title_en"":""Melastomataceae of Farrallones de Cali"",""title_es"":""Melastomataceae de Farrallones de Cali""}]}"
"56265c2a-7c1a-4c88-b038-4ebf89d9e49d","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/249"",""id"":""fg_249"",""title_en"":""Butterflies of Amazonia (Hesperiidae)"",""title_es"":""Mariposas: Hesperiidae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/225"",""id"":""fg_225"",""title_en"":""Butterflies of Amazonia (Lycaenidae)"",""title_es"":""Mariposas: Lycaenidae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/206"",""id"":""fg_206"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Biblidinae)"",""title_es"":""Mariposas: Nymphalidae: Biblidinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/201"",""id"":""fg_201"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Brassolinae, Morphinae)"",""title_es"":""Mariposas: Nymphalidae: Brassolinae y Morphinae  de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/223"",""id"":""fg_223"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Heliconinae, Ithomiinae)"",""title_es"":""Mariposas: Nymphalidae: Heliconinae e Ithomiinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/207"",""id"":""fg_207"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Limenitidinae, Charaxinae)"",""title_es"":""Mariposas: Nymphalidae: Limenitidinae y Charaxinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/208"",""id"":""fg_208"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Nymphalinae, Apaturinae, Danainae)"",""title_es"":""Mariposas: Nymphalidae: Nymphalinae, Apaturinae, Danainae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/250"",""id"":""fg_250"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Satyrinae)"",""title_es"":""Mariposas: Nymphalidae: Satyrinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/190"",""id"":""fg_190"",""title_en"":""Butterflies of Amazonia (Papilionidae)"",""title_es"":""Mariposas: Papilionidae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/202"",""id"":""fg_202"",""title_en"":""Butterflies of Amazonia (Pieridae)"",""title_es"":""Mariposas: Pieridae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/224"",""id"":""fg_224"",""title_en"":""Butterflies of Amazonia (Riodinidae)"",""title_es"":""Mariposas: Riodinidae de la Amazonía""}]}"
"4e4d7f7d-58d3-47f2-8603-3b28a7945b3b","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/249"",""id"":""fg_249"",""title_en"":""Butterflies of Amazonia (Hesperiidae)"",""title_es"":""Mariposas: Hesperiidae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/225"",""id"":""fg_225"",""title_en"":""Butterflies of Amazonia (Lycaenidae)"",""title_es"":""Mariposas: Lycaenidae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/206"",""id"":""fg_206"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Biblidinae)"",""title_es"":""Mariposas: Nymphalidae: Biblidinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/201"",""id"":""fg_201"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Brassolinae, Morphinae)"",""title_es"":""Mariposas: Nymphalidae: Brassolinae y Morphinae  de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/223"",""id"":""fg_223"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Heliconinae, Ithomiinae)"",""title_es"":""Mariposas: Nymphalidae: Heliconinae e Ithomiinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/207"",""id"":""fg_207"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Limenitidinae, Charaxinae)"",""title_es"":""Mariposas: Nymphalidae: Limenitidinae y Charaxinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/208"",""id"":""fg_208"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Nymphalinae, Apaturinae, Danainae)"",""title_es"":""Mariposas: Nymphalidae: Nymphalinae, Apaturinae, Danainae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/250"",""id"":""fg_250"",""title_en"":""Butterflies of Amazonia (Nymphalidae, Satyrinae)"",""title_es"":""Mariposas: Nymphalidae: Satyrinae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/190"",""id"":""fg_190"",""title_en"":""Butterflies of Amazonia (Papilionidae)"",""title_es"":""Mariposas: Papilionidae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/202"",""id"":""fg_202"",""title_en"":""Butterflies of Amazonia (Pieridae)"",""title_es"":""Mariposas: Pieridae de la Amazonía""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/224"",""id"":""fg_224"",""title_en"":""Butterflies of Amazonia (Riodinidae)"",""title_es"":""Mariposas: Riodinidae de la Amazonía""}]}"
"a06d3e3a-847d-479c-872b-2fbfcb62644e","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/64"",""id"":""fg_64"",""title_en"":""Conspicuous Plants of Papallacta"",""title_es"":""Plantas Llamativas del Área de Papallacta""}]}"
"791f37ae-4a56-4d37-aa52-194de7295251","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/797"",""id"":""fg_797"",""title_en"":""Amphibians of Reserva Ecológica Arenillas"",""title_es"":""Anfibios de la Reserva Ecológica Arenillas""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/366"",""id"":""fg_366"",""title_en"":""Birds of Reserva Arenillas"",""title_es"":""Aves de la Reserva Ecológica Arenillas""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/403"",""id"":""fg_403"",""title_en"":""Mammals of Southern Ecuador"",""title_es"":""Mamíferos del Sur de Ecuador""}]}"
"ffc1cc77-c53c-4b2b-92f4-e0ebdd898d7d","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/64"",""id"":""fg_64"",""title_en"":""Conspicuous Plants of Papallacta"",""title_es"":""Plantas Llamativas del Área de Papallacta""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/822"",""id"":""fg_822"",""title_en"":""Mammals of Cayambe Coca National Park"",""title_es"":""Mamíferos del Parque Nacional Cayambe Coca""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/681"",""id"":""fg_681"",""title_en"":""Mammals of Cuyuja and Río Cedro"",""title_es"":""Mamíferos de Cuyuja y Río Cedro""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/680"",""id"":""fg_680"",""title_en"":""Mammals of Oyacachiy and Ccottupoe"",""title_es"":""Mamíferos del Oyacachiy y Ccottupoe""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/823"",""id"":""fg_823"",""title_en"":""Mammals of the Tropi-Andino Conservation Corridor (Sucumbíos)"",""title_es"":""Mamíferos del Corredor de Conectividad Tropi-Andino (Sucumbíos)""},{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/579"",""id"":""fg_579"",""title_en"":""Vertebrates of Cayambe-Coca Park"",""title_es"":""Vertebrados del Parque Cayambe-Coca""}]}"
"638bb365-10d2-433e-b406-9d6ff307e9d2","{""field_guides"":[{""url"":""http://fieldguides.fieldmuseum.org/guides/guide/968"",""id"":""fg_968"",""title_en"":""Plants of Cerro Teligote"",""title_es"":""Plantas del Cerro Teligote""}]}"
